filename,width,height,class,xmin,ymin,xmax,ymax
truck_plate_28.jpg,259,194,license_plate,20,104,67,119
flipped_truck_plate_26.jpg,654,490,license_plate,523,305,571,330
flipped_truck_plate_0.jpg,1000,541,license_plate,610,399,678,419
truck_plate_21.jpg,1280,720,license_plate,542,361,685,415
truck_plate_6.jpg,447,355,license_plate,316,231,358,244
flipped_truck_plate_18.jpg,676,339,license_plate,519,213,599,240
truck_plate_4.jpg,1024,768,license_plate,595,484,691,513
truck_plate_8.jpg,825,621,license_plate,636,394,747,428
truck_plate_27.jpg,960,720,license_plate,228,400,324,440
flipped_truck_plate_28.jpg,259,194,license_plate,194,104,237,120
truck_plate_17.jpg,510,340,license_plate,343,228,394,244
flipped_truck_plate_14.jpg,639,358,license_plate,299,231,351,244
flipped_truck_plate_22.jpg,1024,845,license_plate,191,486,390,556
flipped_truck_plate_4.jpg,1024,768,license_plate,334,478,437,517
flipped_truck_plate_29.jpg,1024,765,license_plate,260,451,419,515
flipped_truck_plate_15.jpg,1600,1128,license_plate,250,533,406,599
truck_plate_31.jpg,440,293,license_plate,317,191,364,204
flipped_truck_plate_13.jpg,1280,720,license_plate,946,396,1033,421
flipped_truck_plate_19.jpg,274,184,license_plate,167,117,203,127
truck_plate_30.jpg,259,194,license_plate,57,125,100,143
truck_plate_13.jpg,1280,720,license_plate,259,392,342,419
flipped_truck_plate_25.jpg,1000,600,license_plate,143,276,230,308
truck_plate_12.jpg,590,381,license_plate,405,246,460,269
flipped_truck_plate_30.jpg,259,194,license_plate,159,127,203,142
flipped_truck_plate_21.jpg,1280,720,license_plate,605,364,742,416
truck_plate_5.jpg,599,353,license_plate,225,178,284,197
truck_plate_20.jpg,268,188,license_plate,152,123,187,134
truck_plate_24.jpg,1600,1290,license_plate,1108,668,1246,747
flipped_truck_plate_5.jpg,599,353,license_plate,315,178,379,197
flipped_truck_plate_17.jpg,510,340,license_plate,118,228,166,244
flipped_truck_plate_23.jpg,275,183,license_plate,137,120,186,135
flipped_truck_plate_6.jpg,447,355,license_plate,91,231,133,245
flipped_truck_plate_12.jpg,590,381,license_plate,133,244,185,269
truck_plate_14.jpg,639,358,license_plate,293,230,340,245
flipped_truck_plate_2.jpg,800,600,license_plate,249,375,325,399
truck_plate_25.jpg,1000,600,license_plate,778,281,858,304
truck_plate_22.jpg,1024,845,license_plate,645,489,847,557
truck_plate_3.jpg,1024,768,license_plate,347,485,471,520
truck_plate_19.jpg,274,184,license_plate,73,116,107,129
flipped_truck_plate_8.jpg,825,621,license_plate,78,389,180,434
truck_plate_29.jpg,1024,765,license_plate,614,455,758,510
truck_plate_0.jpg,1000,541,license_plate,326,396,393,420
truck_plate_26.jpg,654,490,license_plate,82,307,133,328
flipped_truck_plate_20.jpg,268,188,license_plate,81,122,116,136
flipped_truck_plate_3.jpg,1024,768,license_plate,555,486,691,520
truck_plate_2.jpg,800,600,license_plate,467,376,555,398
flipped_truck_plate_31.jpg,440,293,license_plate,81,190,127,205
truck_plate_18.jpg,676,339,license_plate,79,212,161,246
flipped_truck_plate_1.jpg,800,583,license_plate,363,378,425,397
flipped_truck_plate_7.jpg,719,508,license_plate,320,313,397,335
truck_plate_23.jpg,275,183,license_plate,88,120,139,134
truck_plate_15.jpg,1600,1128,license_plate,1206,539,1358,593
flipped_truck_plate_24.jpg,1600,1290,license_plate,374,665,488,745
truck_plate_1.jpg,800,583,license_plate,378,378,439,398
truck_plate_11.jpg,450,311,license_plate,65,186,110,198
flipped_truck_plate_11.jpg,450,311,license_plate,341,188,390,198
truck_plate_7.jpg,719,508,license_plate,320,314,404,334
truck_plate_9.jpg,1021,821,license_plate,652,534,803,575
flipped_truck_plate_27.jpg,960,720,license_plate,642,398,735,437
